sample_name,replicate,serial_number,extract_number,seqid_16s_xxx,seqid_18s_xxx,seqid_12s_xxx,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,cruise,station,region,degrees_latitude,degrees_longitude,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_processing,size_fraction,env_material,sample_type,temperature_celsius,ph,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen_umol_kg,phosphate_umol_kg,silicate_umol_kg,nitrate_umol_kg,nitrite_umol_kg,nitrate_nitrite_umol_kg,nh4_umol_kg,dic_umol_kg,pco2_mea_uatm,ph_tot_mea,carbonate_umol_kg,dna_sample_number,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata
GOMECC4_LA_Sta40_Deep_C,C,GOMECC4_140,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM cast,9/25/2021,19:28-04:00,,Sta40,LA,27.91,90.001,670,Deep,2,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,6.732,7.60523,34.912,676,6.732_40,6.732_670,3.0241,133.91,1.96131,23.1355,29.2576,0.00976,29.2674,0.30167,2216.58,1044.85,7.60523,88.051,140,Plate2,GOMECC2021_Plate2,8,H1,40_670,WBTSRHB,RB2103,2021-09-25,23:46+00:00,27.91_90.001,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_LA_Sta45_Surface_B,B,GOMECC4_154,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/26/2021,08:09-04:00,,Sta45,LA,28.935,90.123,3,Surface,7,1880,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.419,8.15478,25.159,3,26.419_45,26.419_3,5.0907,228.87,0.31058,5.26418,0.64672,0.06094,0.70766,0.26046,1898.03,248.67,8.15478,183.474,154,Plate2,GOMECC2021_Plate2,9,A2,45_3,WBTSRHB,RB2103,2021-09-26,12:24+00:00,28.935_90.123,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta66_DCM_B,B,GOMECC4_217,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,74,DCM,14,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,21.432,7.97767,36.271,75,21.432_66,21.432_74,4.2046,186.427,0.07314,2.01574,0.55392,0.19602,0.74993,0.22137,2125.67,392.82,7.97767,195.297,217,Plate1,GOMECC2021_Plate1,1,A1,66_74,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_GALVESTON_Sta54_Deep_C,C,GOMECC4_176,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/28/2021,08:36-04:00,,Sta54,GALVESTON,27.5,95.004,869,Deep,1,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.907,7.62078,34.912,877,5.907_54,5.907_869,3.352,151.55,1.86641,24.7631,28.2157,0.00488,28.2206,0.20109,2217.63,1009.29,7.62078,91.7423,176,Plate1,GOMECC2021_Plate1,2,B1,54_869,WBTSRHB,RB2103,2021-09-28,12:56+00:00,27.5_95.004,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta66_Surface_A,A,GOMECC4_219,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,3,Surface,22,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.392,8.10698,35.36,3,29.392_66,29.392_3,4.3612,195.811,0.02537,1.51356,0,0.01171,0.00976,0.29764,2033.91,277.76,8.10698,253.524,219,Plate1,GOMECC2021_Plate1,3,C1,66_3,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 21.
GOMECC4_LA_Sta40_Surface_B,B,GOMECC4_145,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,DNF; thought the last 3 seawater failed and collected ship H2O flow through,9/25/2021,19:28-04:00,,Sta40,LA,27.91,90.001,3,Surface,17,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.485,8.08832,36.223,3,28.485_40,28.485_3,4.3852,196.895,0.04096,1.13332,0,0.01365,0.00488,0.34136,2039.7,300.79,8.08832,232.336,145,Plate1,GOMECC2021_Plate1,4,D1,40_3,WBTSRHB,RB2103,2021-09-25,23:46+00:00,27.91_90.001,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta66_Deep_A,A,GOMECC4_213,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,851,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.749,7.62116,34.916,859,5.749_66,5.749_851,3.4544,153.007,1.82351,24.7795,27.7129,0.01464,27.7275,0.26747,2213.36,990.35,7.62116,93.8403,213,Plate1,GOMECC2021_Plate1,5,E1,66_851,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 75 m.,Bottle 1.
GOMECC4_GALVESTON_Sta49_Deep_B,B,GOMECC4_157,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/27/2021,08:15-04:00,,Sta49,GALVESTON,27.92,93.579,67,Deep,2,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.889,8.0109,36.264,67,22.889_49,22.889_67,4.4344,201.613,0.07022,1.99839,0.56177,0.316,0.87777,0.14044,2106.36,359.95,8.0109,203.404,157,Plate1,GOMECC2021_Plate1,6,F1,49_67,WBTSRHB,RB2103,2021-09-27,12:27+00:00,27.92_93.579,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",No clear DCM.,
GOMECC4_BROWNSVILLE_Sta66_Surface_C,C,GOMECC4_221,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,DUP,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,3,Surface,22,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.392,8.10698,35.36,3,29.392_66,29.392_3,4.3612,195.811,0.02537,1.51356,0,0.01171,0.00976,0.29764,2033.91,277.76,8.10698,253.524,221,Plate1,GOMECC2021_Plate1,7,G1,66_3,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta66_DCM_A,A,GOMECC4_216,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,74,DCM,14,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,21.432,7.97767,36.271,75,21.432_66,21.432_74,4.2046,186.427,0.07314,2.01574,0.55392,0.19602,0.74993,0.22137,2125.67,392.82,7.97767,195.297,216,Plate1,GOMECC2021_Plate1,8,H1,66_74,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 13.
GOMECC4_LA_Sta40_Surface_C,C,GOMECC4_146,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,DNF; thought the last 3 seawater failed and collected ship H2O flow through,9/25/2021,19:28-04:00,,Sta40,LA,27.91,90.001,3,Surface,17,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.485,8.08832,36.223,3,28.485_40,28.485_3,4.3852,196.895,0.04096,1.13332,0,0.01365,0.00488,0.34136,2039.7,300.79,8.08832,232.336,146,Plate1,GOMECC2021_Plate1,9,A2,40_3,WBTSRHB,RB2103,2021-09-25,23:46+00:00,27.91_90.001,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_GALVESTON_Sta54_DCM_B,B,GOMECC4_178,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/28/2021,08:36-04:00,,Sta54,GALVESTON,27.5,95.004,73,DCM,14,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.945,8.00506,36.284,74,22.945_54,22.945_73,4.2519,192.296,0.05461,1.85669,0.17748,0.30425,0.48173,0.22136,2110.3,366.6,8.00506,204.905,178,Plate1,GOMECC2021_Plate1,10,B2,54_73,WBTSRHB,RB2103,2021-09-28,12:56+00:00,27.5_95.004,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_GALVESTON_Sta54_Deep_A,A,GOMECC4_174,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/28/2021,08:36-04:00,,Sta54,GALVESTON,27.5,95.004,869,Deep,1,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.907,7.62078,34.912,877,5.907_54,5.907_869,3.352,151.55,1.86641,24.7631,28.2157,0.00488,28.2206,0.20109,2217.63,1009.29,7.62078,91.7423,174,Plate1,GOMECC2021_Plate1,11,C2,54_869,WBTSRHB,RB2103,2021-09-28,12:56+00:00,27.5_95.004,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 2.
GOMECC4_GALVESTON_Sta49_Deep_A,A,GOMECC4_156,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/27/2021,08:15-04:00,,Sta49,GALVESTON,27.92,93.579,67,Deep,2,1820,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.889,8.0109,36.264,67,22.889_49,22.889_67,4.4344,201.613,0.07022,1.99839,0.56177,0.316,0.87777,0.14044,2106.36,359.95,8.0109,203.404,156,Plate1,GOMECC2021_Plate1,12,D2,49_67,WBTSRHB,RB2103,2021-09-27,12:27+00:00,27.92_93.579,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Bag leaked.,Bottle 1.
GOMECC4_BROWNSVILLE_Sta66_DCM_C,C,GOMECC4_218,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,74,DCM,14,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,21.432,7.97767,36.271,75,21.432_66,21.432_74,4.2046,186.427,0.07314,2.01574,0.55392,0.19602,0.74993,0.22137,2125.67,392.82,7.97767,195.297,218,Plate1,GOMECC2021_Plate1,13,E2,66_74,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_GALVESTON_Sta49_Deep_C,C,GOMECC4_158,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,All bottles fired,9/27/2021,08:15-04:00,,Sta49,GALVESTON,27.92,93.579,67,Deep,2,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.889,8.0109,36.264,67,22.889_49,22.889_67,4.4344,201.613,0.07022,1.99839,0.56177,0.316,0.87777,0.14044,2106.36,359.95,8.0109,203.404,158,Plate1,GOMECC2021_Plate1,14,F2,49_67,WBTSRHB,RB2103,2021-09-27,12:27+00:00,27.92_93.579,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta66_Surface_B,B,GOMECC4_220,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,3,Surface,22,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.392,8.10698,35.36,3,29.392_66,29.392_3,4.3612,195.811,0.02537,1.51356,0,0.01171,0.00976,0.29764,2033.91,277.76,8.10698,253.524,220,Plate1,GOMECC2021_Plate1,15,G2,66_3,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta66_Deep_B,B,GOMECC4_214,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,851,Deep,2,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.749,7.62116,34.916,859,5.749_66,5.749_851,3.4544,153.007,1.82351,24.7795,27.7129,0.01464,27.7275,0.26747,2213.36,990.35,7.62116,93.8403,214,Plate1,GOMECC2021_Plate1,16,H2,66_851,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_GALVESTON_Sta49_DCM_A,A,GOMECC4_159,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/27/2021,08:15-04:00,,Sta49,GALVESTON,27.92,93.579,38,DCM,4,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.615,8.07378,35.784,39,28.615_49,28.615_38,4.3271,203.028,0.03317,1.96593,0.15903,0.02634,0.18537,0.21367,2062.64,302.89,8.07378,227.056,159,Plate1,GOMECC2021_Plate1,17,A3,49_38,WBTSRHB,RB2103,2021-09-27,12:27+00:00,27.92_93.579,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 3.
GOMECC4_GALVESTON_Sta54_DCM_C,C,GOMECC4_179,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired,9/28/2021,08:36-04:00,,Sta54,GALVESTON,27.5,95.004,73,DCM,14,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.945,8.00506,36.284,74,22.945_54,22.945_73,4.2519,192.296,0.05461,1.85669,0.17748,0.30425,0.48173,0.22136,2110.3,366.6,8.00506,204.905,179,Plate1,GOMECC2021_Plate1,18,B3,54_73,WBTSRHB,RB2103,2021-09-28,12:56+00:00,27.5_95.004,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PENSACOLA_Sta35_DCM_A,A,GOMECC4_114,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/24/2021,07:00-04:00,,Sta35,PENSACOLA,28.701,87.76,39,DCM,19,1880,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.591,8.01625,36.077,39,26.5909999999999_35,26.5909999999999_39,3.9745,184.361,0.12972,4.26609,1.16649,0.27602,1.44251,0.27212,2091.88,354.36,8.01625,208.317,114,Plate2,GOMECC2021_Plate2,10,B2,35_39,WBTSRHB,RB2103,2021-09-24,12:20+00:00,28.701_87.76,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 20.
GOMECC4_BROWNSVILLE_Sta66_Deep_C,C,GOMECC4_215,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/2021,19:41-04:00,,Sta66,BROWNSVILLE,26.059,96.082,851,Deep,2,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.749,7.62116,34.916,859,5.749_66,5.749_851,3.4544,153.007,1.82351,24.7795,27.7129,0.01464,27.7275,0.26747,2213.36,990.35,7.62116,93.8403,215,Plate1,GOMECC2021_Plate1,19,C3,66_851,WBTSRHB,RB2103,2021-10-03,4:00+00:00,26.059_96.082,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_LA_Sta40_DCM_C,C,GOMECC4_143,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Bottom; Operator only fired 1st 6 bottles,9/25/2021,19:28-04:00,,Sta40,LA,27.91,90.001,39,DCM,12,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.33,#N/A,36.548,39,26.33_40,26.33_39,4.4656,198.422,0.0234,0.84832,0.02048,0.0156,0.03608,0.28862,2076.74,330.19,#N/A,221.305,143,Plate2,GOMECC2021_Plate2,11,C2,40_39,WBTSRHB,RB2103,2021-09-25,23:46+00:00,27.91_90.001,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_YUCATAN_Sta102_Surface_B,B,GOMECC4_355,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/12/2021,18:35-04:00,,Sta102,YUCATAN,23.769,88.001,3,Surface,16,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.505,8.10113,36.033,3,29.505_102,29.505_3,4.3544,188.667,0.01268,1.19094,0,0.03609,0.00683,0.23702,2039.18,276.43,8.10113,244.522,355,Plate2,GOMECC2021_Plate2,12,D2,102_3,WBTSRHB,RB2103,2021-10-12,22:48+00:00,23.769_88.001,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_LA_Sta40_DCM_A,A,GOMECC4_141,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/2021,19:28-04:00,,Sta40,LA,27.91,90.001,39,DCM,12,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.33,#N/A,36.548,39,26.33_40,26.33_39,4.4656,198.422,0.0234,0.84832,0.02048,0.0156,0.03608,0.28862,2076.74,330.19,#N/A,221.305,141,Plate2,GOMECC2021_Plate2,13,E2,40_39,WBTSRHB,RB2103,2021-09-25,23:46+00:00,27.91_90.001,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PENSACOLA_Sta35_DCM_C,C,GOMECC4_116,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/24/2021,07:00-04:00,,Sta35,PENSACOLA,28.701,87.76,39,DCM,19,1880,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.591,8.01625,36.077,39,26.5909999999999_35,26.5909999999999_39,3.9745,184.361,0.12972,4.26609,1.16649,0.27602,1.44251,0.27212,2091.88,354.36,8.01625,208.317,116,Plate2,GOMECC2021_Plate2,14,F2,35_39,WBTSRHB,RB2103,2021-09-24,12:20+00:00,28.701_87.76,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_LA_Sta40_Surface_A,A,GOMECC4_144,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Bottom; First two were on bottom,9/25/2021,19:28-04:00,,Sta40,LA,27.91,90.001,3,Surface,17,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.485,8.08832,36.223,3,28.485_40,28.485_3,4.3852,196.895,0.04096,1.13332,0,0.01365,0.00488,0.34136,2039.7,300.79,8.08832,232.336,144,Plate1,GOMECC2021_Plate1,20,D3,40_3,WBTSRHB,RB2103,2021-09-25,23:46+00:00,27.91_90.001,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 16.
